year,region,npg,birth_rate,death_rate,migratory_growth,population
1995,Belgorod Oblast,-5.4,9.4,14.8,,1454923.0
1995,Bryansk Oblast,-6.7,9.3,16.0,,1469251.0
1995,Republic of Buryatia,-0.3,11.9,12.2,,1037366.0
1995,Vladimir Oblast,-8.9,7.7,16.6,,1630514.0
1995,Volgograd Oblast,-5.5,9.0,14.5,,2717867.0
1995,Vologda Oblast,-7.7,8.7,16.4,,1339926.0
1995,Voronezh Oblast,-8.4,8.3,16.7,,2494979.0
1995,Republic of Dagestan,13.6,20.7,7.1,,2200039.0
1995,Jewish Autonomous Oblast,-2.7,11.1,13.8,,209552.0
1995,Zabaykalsky Krai,-0.6,12.7,13.3,,1256389.0
1995,Ivanovo Oblast,-11.2,7.4,18.6,,1260347.0
1995,Republic of Ingushetia,18.5,25.3,6.8,,263092.0
1995,Irkutsk Oblast,-4.1,10.9,15.0,,2748073.0
1995,Kabardino-Balkar Republic,3.2,13.1,9.9,,821149.0
1995,Kaliningrad Oblast,-5.0,8.5,13.5,,933735.0
1995,Republic of Kalmykia,3.1,13.7,10.6,,316633.0
1995,Kaluga Oblast,-8.6,7.9,16.5,,1087278.0
1995,Kamchatka Krai,-2.0,9.2,11.2,,421582.0
1995,Karachay-Cherkess Republic,2.6,12.9,10.3,,435474.0
1995,Republic of Karelia,-7.9,8.8,16.7,,770690.0
1995,Kemerovo Oblast,-7.8,8.9,16.7,,3065197.0
1995,Kirov Oblast,-8.3,8.2,16.5,,1623370.0
1995,Kostroma Oblast,-9.2,8.1,17.3,,794082.0
1995,Krasnodar Krai,-5.3,10.0,15.3,,5020837.0
1995,Krasnoyarsk Krai,-4.2,9.8,14.0,,3113809.0
1995,Republic of Crimea,,,,,
1995,Kurgan Oblast,-5.7,9.2,14.9,,1099645.0
1995,Kursk Oblast,-8.3,8.6,16.9,,1331632.0
1995,Leningrad Oblast,-10.9,7.2,18.1,,1682657.0
1995,Lipetsk Oblast,-7.8,8.4,16.2,,1246839.0
1995,Magadan Oblast,-2.7,8.8,11.5,,266883.0
1995,Mari El Republic,-3.5,9.7,13.2,,757834.0
1995,Republic of Mordovia,-5.1,9.0,14.1,,954348.0
1995,Moscow,-8.5,7.5,16.0,,9085457.0
1995,Moscow Oblast,-10.3,7.1,17.4,,6671785.0
1995,Murmansk Oblast,-3.2,8.2,11.4,,1066924.0
1995,Nenets Autonomous Okrug,0.7,13.7,13.0,,44526.0
1995,Nizhny Novgorod Oblast,-9.6,8.0,17.6,,3730590.0
1995,Novgorod Oblast,-11.9,8.0,19.9,,739368.0
1995,Novosibirsk Oblast,-5.6,8.6,14.2,,2732352.0
1995,Omsk Oblast,-2.1,10.3,12.4,,2168597.0
1995,Orenburg Oblast,-3.3,10.3,13.6,,2213038.0
1995,Oryol Oblast,-7.4,8.8,16.2,,909379.0
1995,Penza Oblast,-6.8,8.3,15.1,,1553563.0
1995,Perm Krai,-6.7,9.4,16.1,,2963942.0
1995,Primorsky Krai,-3.7,9.4,13.1,,2266303.0
1995,Pskov Oblast,-13.1,7.8,20.9,,830017.0
1995,Altai Republic,1.1,14.3,13.2,,198542.0
1995,Komi Republic,-3.5,9.7,13.2,,1156750.0
1995,Tuva Republic,7.1,20.3,13.2,,303452.0
1995,Rostov Oblast,-6.5,9.1,15.6,,4481882.0
1995,Ryazan Oblast,-10.2,7.8,18.0,,1330682.0
1995,Samara Oblast,-6.2,8.6,14.8,,3300594.0
1995,Saint Petersburg,-8.9,7.0,15.9,,4845407.0
1995,Saratov Oblast,-5.7,8.9,14.6,,2734819.0
1995,Sakhalin Oblast,-8.3,9.1,17.4,,659444.0
1995,Sverdlovsk Oblast,-7.0,8.6,15.6,,4678975.0
1995,Sevastopol,,,,,
1995,Republic of North Ossetia-Alania,0.3,13.0,12.7,,670701.0
1995,Smolensk Oblast,-9.1,8.1,17.2,,1155593.0
1995,Stavropol Krai,-2.9,10.6,13.5,,2663817.0
1995,Tambov Oblast,-9.0,8.5,17.5,,1298622.0
1995,Republic of Tatarstan,-2.5,10.4,12.9,,3751808.0
1995,Tver Oblast,-12.3,7.6,19.9,,1621424.0
1995,Tomsk Oblast,-3.8,9.2,13.0,,1071723.0
1995,Tula Oblast,-12.1,7.3,19.4,,1819774.0
1995,Tyumen Oblast,0.8,10.6,9.8,,1394906.0
1995,Udmurt Republic,-4.3,9.6,13.9,,1617386.0
1995,Ulyanovsk Oblast,-4.6,9.0,13.6,,1472730.0
1995,Khabarovsk Krai,-3.9,9.4,13.3,,1566602.0
1995,Republic of Khakassia,-4.1,10.2,14.3,,571865.0
1995,Khanty–Mansi Autonomous Okrug – Yugra,3.4,11.1,7.7,,1292985.0
1995,Chelyabinsk Oblast,-5.9,9.0,14.9,,3690940.0
1995,Chechen Republic,,,,,1227980.0
1995,Chuvash Republic,-2.9,10.3,13.2,,1345431.0
1995,Chukotka Autonomous Okrug,1.3,10.4,9.1,,95769.0
1995,Sakha (Yakutia) Republic,5.5,15.3,9.8,,1037155.0
1995,Yamalo-Nenets Autonomous Okrug,6.7,13.1,6.4,,478033.0
1995,Yaroslavl Oblast,-9.8,7.6,17.4,,1452718.0
1996,Republic of Adygea,-3.9,10.3,14.2,,450358.0
1996,Altai Krai,-5.9,8.4,14.3,,2688035.0
1996,Amur Oblast,-2.6,10.4,13.0,,986417.0
1996,Arkhangelsk Oblast,-5.3,8.8,14.1,,1432697.0
1996,Astrakhan Oblast,-3.4,9.8,13.2,,1019171.0
1996,Republic of Bashkortostan,-1.0,11.1,12.1,,4084473.0
1996,Belgorod Oblast,-5.7,8.8,14.5,,1467562.0
1996,Bryansk Oblast,-6.8,8.8,15.6,,1466792.0
1996,Republic of Buryatia,-0.3,11.8,12.1,,1033258.0
1996,Vladimir Oblast,-8.5,7.6,16.1,,1623677.0
1996,Volgograd Oblast,-5.8,8.4,14.2,,2738015.0
1996,Vologda Oblast,-7.3,8.5,15.8,,1332505.0
1996,Voronezh Oblast,-8.5,7.9,16.4,,2490675.0
1996,Republic of Dagestan,11.9,18.8,6.9,,2218427.0
1996,Jewish Autonomous Oblast,-3.1,10.4,13.5,,207190.0
1996,Zabaykalsky Krai,-1.2,11.7,12.9,,1247668.0
1996,Ivanovo Oblast,-10.9,7.1,18.0,,1248793.0
1996,Republic of Ingushetia,14.1,20.9,6.8,,282342.0
1996,Irkutsk Oblast,-2.9,10.8,13.7,,2727374.0
1996,Kabardino-Balkar Republic,2.4,12.2,9.8,,834504.0
1996,Kaliningrad Oblast,-5.1,7.9,13.0,,940242.0
1996,Republic of Kalmykia,2.2,12.5,10.3,,314656.0
1996,Kaluga Oblast,-8.2,7.3,15.5,,1088982.0
1996,Kamchatka Krai,-1.3,9.3,10.6,,406393.0
1996,Karachay-Cherkess Republic,1.3,12.0,10.7,,437950.0
1996,Republic of Karelia,-6.2,8.5,14.7,,763360.0
1996,Kemerovo Oblast,-7.7,8.5,16.2,,3047514.0
1996,Kirov Oblast,-7.6,7.8,15.4,,1609480.0
1996,Kostroma Oblast,-9.0,8.1,17.1,,788538.0
1996,Krasnodar Krai,-5.3,9.3,14.6,,5076003.0
1996,Krasnoyarsk Krai,-3.8,9.5,13.3,,3099424.0
1996,Republic of Crimea,,,,,
1996,Kurgan Oblast,-5.5,8.8,14.3,,1090355.0
1996,Kursk Oblast,-8.7,8.5,17.2,,1325420.0
1996,Leningrad Oblast,-9.3,6.8,16.1,,1685480.0
1996,Lipetsk Oblast,-7.4,7.9,15.3,,1246232.0
1996,Magadan Oblast,-2.3,9.1,11.4,,240215.0
1996,Mari El Republic,-3.4,9.2,12.6,,756329.0
1996,Republic of Mordovia,-6.1,8.3,14.4,,949061.0
1996,Moscow,-6.6,7.3,13.9,,9246727.0
1996,Moscow Oblast,-8.9,6.9,15.8,,6660192.0
1996,Murmansk Oblast,-1.9,8.4,10.3,,1037162.0
1996,Nenets Autonomous Okrug,1.3,12.5,11.2,,43367.0
1996,Nizhny Novgorod Oblast,-8.4,7.7,16.1,,3711116.0
1996,Novgorod Oblast,-10.8,7.6,18.4,,735557.0
1996,Novosibirsk Oblast,-5.5,8.4,13.9,,2732721.0
1996,Omsk Oblast,-2.4,9.9,12.3,,2162178.0
1996,Orenburg Oblast,-3.2,9.7,12.9,,2218052.0
1996,Oryol Oblast,-7.6,8.3,15.9,,905510.0
1996,Penza Oblast,-7.1,7.8,14.9,,1545529.0
1996,Perm Krai,-5.5,9.4,14.9,,2943491.0
1996,Primorsky Krai,-4.4,8.7,13.1,,2241793.0
1996,Pskov Oblast,-12.0,7.7,19.7,,826283.0
1996,Altai Republic,0.7,13.5,12.8,,199879.0
1996,Komi Republic,-2.5,9.7,12.2,,1132650.0
1996,Tuva Republic,5.2,18.7,13.5,,305042.0
1996,Rostov Oblast,-6.0,8.6,14.6,,4490759.0
1996,Ryazan Oblast,-9.9,7.6,17.5,,1321534.0
1996,Samara Oblast,-6.3,8.0,14.3,,3306798.0
1996,Saint Petersburg,-7.5,6.6,14.1,,4820213.0
1996,Saratov Oblast,-6.0,8.2,14.2,,2736461.0
1996,Sakhalin Oblast,-4.4,9.2,13.6,,629939.0
1996,Sverdlovsk Oblast,-6.5,8.3,14.8,,4660022.0
1996,Sevastopol,,,,,
1996,Republic of North Ossetia-Alania,-0.7,11.8,12.5,,677237.0
1996,Smolensk Oblast,-9.3,7.7,17.0,,1150646.0
1996,Stavropol Krai,-3.4,9.7,13.1,,2690808.0
1996,Tambov Oblast,-9.0,8.1,17.1,,1288503.0
1996,Republic of Tatarstan,-2.0,10.1,12.1,,3761178.0
1996,Tver Oblast,-11.6,7.4,19.0,,1612273.0
1996,Tomsk Oblast,-4.2,9.1,13.3,,1069603.0
1996,Tula Oblast,-11.5,6.9,18.4,,1809657.0
1996,Tyumen Oblast,1.0,10.4,9.4,,1386063.0
1996,Udmurt Republic,-3.6,9.2,12.8,,1612618.0
1996,Ulyanovsk Oblast,-4.6,8.4,13.0,,1470364.0
1996,Khabarovsk Krai,-4.3,8.6,12.9,,1543701.0
1996,Republic of Khakassia,-4.1,10.1,14.2,,570247.0
1996,Khanty–Mansi Autonomous Okrug – Yugra,3.7,11.0,7.3,,1303285.0
1996,Chelyabinsk Oblast,-5.1,8.7,13.8,,3679343.0
1996,Chechen Republic,,,,,1224986.0
1996,Chuvash Republic,-2.5,10.1,12.6,,1343966.0
1996,Chukotka Autonomous Okrug,1.4,11.5,10.1,,84451.0
1996,Sakha (Yakutia) Republic,4.9,14.4,9.5,,1020320.0
1996,Yamalo-Nenets Autonomous Okrug,6.7,12.8,6.1,,487050.0
1996,Yaroslavl Oblast,-9.8,7.3,17.1,,1446797.0
1997,Republic of Adygea,-4.2,9.8,14.0,5.79,450075.0
1997,Altai Krai,-5.4,8.4,13.8,3.05,2676677.0
1997,Amur Oblast,-2.6,9.9,12.5,-10.790000000000001,974942.0
1997,Arkhangelsk Oblast,-4.8,8.7,13.5,-9.78,1412345.0
1997,Astrakhan Oblast,-3.0,9.8,12.8,2.31,1020576.0
1997,Republic of Bashkortostan,-1.3,10.7,12.0,3.72,4098089.0
1997,Belgorod Oblast,-6.5,8.1,14.6,11.379999999999999,1478580.0
1997,Bryansk Oblast,-8.3,8.1,16.4,0.86,1459181.0
1997,Republic of Buryatia,-0.5,11.3,11.8,-7.33,1028533.0
1997,Vladimir Oblast,-8.7,7.3,16.0,2.6100000000000003,1612692.0
1997,Volgograd Oblast,-5.9,8.0,13.9,7.69,2746454.0
1997,Vologda Oblast,-6.6,8.4,15.0,0.8300000000000001,1324722.0
1997,Voronezh Oblast,-9.0,7.4,16.4,3.1,2484790.0
1997,Republic of Dagestan,11.1,17.9,6.8,10.440000000000001,2283187.0
1997,Jewish Autonomous Oblast,-2.7,9.9,12.6,-10.48,204403.0
1997,Zabaykalsky Krai,-1.1,11.5,12.6,-10.86,1234397.0
1997,Ivanovo Oblast,-11.2,6.8,18.0,0.64,1235701.0
1997,Republic of Ingushetia,13.9,20.6,6.7,3.3600000000000003,291209.0
1997,Irkutsk Oblast,-2.7,10.3,13.0,-5.38,2708178.0
1997,Kabardino-Balkar Republic,2.3,11.7,9.4,14.25,846310.0
1997,Kaliningrad Oblast,-5.5,7.5,13.0,14.35,944252.0
1997,Republic of Kalmykia,2.5,12.3,9.8,-5.9,313103.0
1997,Kaluga Oblast,-8.2,7.3,15.5,6.11,1086767.0
1997,Kamchatka Krai,-0.4,9.3,9.7,-21.97,397007.0
1997,Karachay-Cherkess Republic,0.8,11.3,10.5,1.78,439201.0
1997,Republic of Karelia,-5.4,8.3,13.7,-2.7800000000000002,756003.0
1997,Kemerovo Oblast,-6.9,8.4,15.3,-0.49000000000000005,3024528.0
1997,Kirov Oblast,-7.3,7.8,15.1,-1.81,1595919.0
1997,Kostroma Oblast,-8.8,7.9,16.7,1.1400000000000001,782010.0
1997,Krasnodar Krai,-5.6,8.8,14.4,8.3,5114523.0
1997,Krasnoyarsk Krai,-3.7,9.1,12.8,-2.15,3085791.0
1997,Republic of Crimea,,,,,
1997,Kurgan Oblast,-5.6,8.5,14.1,0.01,1080825.0
1997,Kursk Oblast,-8.8,8.0,16.8,1.44,1317566.0
1997,Leningrad Oblast,-8.3,6.9,15.2,10.629999999999999,1689067.0
1997,Lipetsk Oblast,-7.5,7.6,15.1,5.87,1244644.0
1997,Magadan Oblast,0.0,9.4,9.4,-38.32,229148.0
1997,Mari El Republic,-3.8,9.0,12.8,-0.2,753448.0
1997,Republic of Mordovia,-6.5,8.0,14.5,-1.64,942694.0
1997,Moscow,-6.0,7.1,13.1,26.32,9411236.0
1997,Moscow Oblast,-8.3,6.6,14.9,8.14,6657710.0
1997,Murmansk Oblast,-1.2,8.0,9.2,-22.98,1012124.0
1997,Nenets Autonomous Okrug,2.9,13.0,10.1,-21.2,42549.0
1997,Nizhny Novgorod Oblast,-8.3,7.6,15.9,3.5100000000000002,3691689.0
1997,Novgorod Oblast,-9.8,7.5,17.3,7.49,731464.0
1997,Novosibirsk Oblast,-4.9,8.3,13.2,5.8,2729750.0
1997,Omsk Oblast,-3.1,9.2,12.3,3.6100000000000003,2156283.0
1997,Orenburg Oblast,-3.3,9.4,12.7,4.2700000000000005,2215936.0
1997,Oryol Oblast,-7.9,7.7,15.6,2.58,900489.0
1997,Penza Oblast,-7.6,7.5,15.1,0.76,1534965.0
1997,Perm Krai,-5.1,9.2,14.3,-0.6,2926057.0
1997,Primorsky Krai,-4.1,8.4,12.5,-7.31,2217109.0
1997,Pskov Oblast,-12.0,7.5,19.5,2.85,820534.0
1997,Altai Republic,0.7,13.4,12.7,1.94,199933.0
1997,Komi Republic,-1.7,9.4,11.1,-16.419999999999998,1115737.0
1997,Tuva Republic,3.2,16.1,12.9,-3.41,305404.0
1997,Rostov Oblast,-6.1,8.2,14.3,4.46,4495520.0
1997,Ryazan Oblast,-10.4,7.1,17.5,1.52,1311627.0
1997,Samara Oblast,-5.7,7.7,13.4,5.38,3305543.0
1997,Saint Petersburg,-6.7,6.6,13.3,2.0100000000000002,4806641.0
1997,Saratov Oblast,-6.2,7.9,14.1,4.6899999999999995,2725785.0
1997,Sakhalin Oblast,-3.8,8.7,12.5,-23.880000000000003,612329.0
1997,Sverdlovsk Oblast,-6.0,8.1,14.1,2.43,4641304.0
1997,Sevastopol,,,,,
1997,Republic of North Ossetia-Alania,-0.9,11.4,12.3,-0.01,681778.0
1997,Smolensk Oblast,-10.4,7.2,17.6,-0.16999999999999998,1141255.0
1997,Stavropol Krai,-3.5,9.4,12.9,9.33,2706028.0
1997,Tambov Oblast,-9.6,7.6,17.2,-1.78,1276001.0
1997,Republic of Tatarstan,-2.4,9.9,12.3,5.11,3770046.0
1997,Tver Oblast,-11.4,7.3,18.7,1.59,1599359.0
1997,Tomsk Oblast,-3.5,8.9,12.4,1.8,1066057.0
1997,Tula Oblast,-11.5,6.7,18.2,3.34,1796605.0
1997,Tyumen Oblast,1.8,10.4,8.6,7.040000000000001,1375612.0
1997,Udmurt Republic,-2.8,9.6,12.4,0.47000000000000003,1607712.0
1997,Ulyanovsk Oblast,-5.9,7.8,13.7,-1.8699999999999999,1461436.0
1997,Khabarovsk Krai,-4.0,8.4,12.4,-6.3,1525062.0
1997,Republic of Khakassia,-4.3,9.4,13.7,-0.67,567153.0
1997,Khanty–Mansi Autonomous Okrug – Yugra,4.6,11.0,6.4,15.1,1316774.0
1997,Chelyabinsk Oblast,-4.6,8.5,13.1,5.15,3668236.0
1997,Chechen Republic,,,,-19.86,1174877.0
1997,Chuvash Republic,-2.9,9.6,12.5,0.89,1341946.0
1997,Chukotka Autonomous Okrug,2.9,10.9,8.0,-78.47999999999999,77917.0
1997,Sakha (Yakutia) Republic,4.8,13.9,9.1,-19.91,1010110.0
1997,Yamalo-Nenets Autonomous Okrug,7.0,12.5,5.5,5.07,491900.0
1997,Yaroslavl Oblast,-9.3,7.1,16.4,3.1399999999999997,1437494.0
1998,Republic of Adygea,-4.3,9.6,13.9,3.2299999999999995,450810.0
1998,Altai Krai,-4.0,8.8,12.8,1.1,2670454.0
1998,Amur Oblast,-1.8,10.4,12.2,-11.290000000000001,962023.0
1998,Arkhangelsk Oblast,-4.2,9.1,13.3,-9.6,1392100.0
1998,Astrakhan Oblast,-3.7,9.6,13.3,0.24,1019880.0
1998,Republic of Bashkortostan,-1.0,10.8,11.8,3.35,4107790.0
1998,Belgorod Oblast,-6.3,8.0,14.3,12.32,1485855.0
1998,Bryansk Oblast,-8.3,8.2,16.5,0.82,1448275.0
1998,Republic of Buryatia,0.3,11.6,11.3,-7.18,1020468.0
1998,Vladimir Oblast,-8.6,7.5,16.1,1.9600000000000002,1602911.0
1998,Volgograd Oblast,-5.9,8.2,14.1,5.529999999999999,2751385.0
1998,Vologda Oblast,-6.2,8.4,14.6,0.71,1317144.0
1998,Voronezh Oblast,-8.6,7.5,16.1,3.88,2470308.0
1998,Republic of Dagestan,10.7,17.4,6.7,14.430000000000001,2332837.0
1998,Jewish Autonomous Oblast,-1.7,10.2,11.9,-10.95,201724.0
1998,Zabaykalsky Krai,0.2,12.3,12.1,-10.67,1219795.0
1998,Ivanovo Oblast,-10.7,7.2,17.9,0.76,1222691.0
1998,Republic of Ingushetia,12.9,19.8,6.9,5.3,296294.0
1998,Irkutsk Oblast,-2.5,10.5,13.0,-4.36,2686284.0
1998,Kabardino-Balkar Republic,2.0,11.5,9.5,9.85,860502.0
1998,Kaliningrad Oblast,-5.3,8.0,13.3,14.180000000000001,952698.0
1998,Republic of Kalmykia,1.9,12.4,10.5,-6.92,312031.0
1998,Kaluga Oblast,-8.3,7.5,15.8,3.96,1084479.0
1998,Kamchatka Krai,0.2,9.8,9.6,-20.41,388255.0
1998,Karachay-Cherkess Republic,1.0,11.3,10.3,1.08,440354.0
1998,Republic of Karelia,-5.3,8.5,13.8,-3.16,749837.0
1998,Kemerovo Oblast,-5.7,8.7,14.4,0.04,3002297.0
1998,Kirov Oblast,-6.4,8.2,14.6,-1.65,1581490.0
1998,Kostroma Oblast,-8.8,8.0,16.8,0.58,775987.0
1998,Krasnodar Krai,-5.2,8.8,14.0,5.63,5128485.0
1998,Krasnoyarsk Krai,-3.7,9.5,13.2,-2.54,3067863.0
1998,Republic of Crimea,,,,,
1998,Kurgan Oblast,-4.8,9.3,14.1,-1.1199999999999999,1074789.0
1998,Kursk Oblast,-8.6,8.2,16.8,-0.44000000000000006,1307963.0
1998,Leningrad Oblast,-8.6,6.8,15.4,8.75,1692972.0
1998,Lipetsk Oblast,-7.2,7.8,15.0,4.4,1242645.0
1998,Magadan Oblast,0.5,9.9,9.4,-41.45,220533.0
1998,Mari El Republic,-3.9,8.9,12.8,-0.06,750454.0
1998,Republic of Mordovia,-6.1,8.0,14.1,-2.07,935013.0
1998,Moscow,-6.0,7.0,13.0,24.490000000000002,9604297.0
1998,Moscow Oblast,-8.1,6.9,15.0,7.62,6657149.0
1998,Murmansk Oblast,-0.6,8.4,9.0,-23.8,987936.0
1998,Nenets Autonomous Okrug,3.2,13.6,10.4,-9.440000000000001,41774.0
1998,Nizhny Novgorod Oblast,-8.1,7.8,15.9,3.1100000000000003,3673896.0
1998,Novgorod Oblast,-9.7,8.0,17.7,4.62,729747.0
1998,Novosibirsk Oblast,-4.6,8.3,12.9,5.26,2732245.0
1998,Omsk Oblast,-2.3,9.3,11.6,0.78,2157338.0
1998,Orenburg Oblast,-2.9,9.9,12.8,2.69,2218082.0
1998,Oryol Oblast,-7.6,7.8,15.4,2.3899999999999997,895703.0
1998,Penza Oblast,-7.2,7.6,14.8,0.42000000000000004,1524599.0
1998,Perm Krai,-3.9,9.8,13.7,-0.53,2909664.0
1998,Primorsky Krai,-3.5,8.4,11.9,-7.779999999999999,2191952.0
1998,Pskov Oblast,-11.7,7.5,19.2,1.26,813095.0
1998,Altai Republic,2.7,14.5,11.8,3.3899999999999997,200461.0
1998,Komi Republic,-0.7,9.9,10.6,-15.62,1095723.0
1998,Tuva Republic,5.3,17.2,11.9,-2.56,305316.0
1998,Rostov Oblast,-6.1,8.1,14.2,3.3600000000000003,4487864.0
1998,Ryazan Oblast,-9.9,7.3,17.2,1.0699999999999998,1300005.0
1998,Samara Oblast,-5.7,7.9,13.6,5.220000000000001,3304284.0
1998,Saint Petersburg,-7.1,6.5,13.6,4.34,4783982.0
1998,Saratov Oblast,-6.0,8.1,14.1,5.36,2721776.0
1998,Sakhalin Oblast,-2.8,9.3,12.1,-21.46,595594.0
1998,Sverdlovsk Oblast,-5.5,8.5,14.0,1.73,4625057.0
1998,Sevastopol,,,,,
1998,Republic of North Ossetia-Alania,-0.6,11.4,12.0,4.9799999999999995,681150.0
1998,Smolensk Oblast,-10.2,7.2,17.4,-1.23,1129220.0
1998,Stavropol Krai,-3.2,9.4,12.6,8.129999999999999,2721854.0
1998,Tambov Oblast,-9.1,7.8,16.9,-1.8399999999999999,1261659.0
1998,Republic of Tatarstan,-2.1,9.8,11.9,4.46,3780352.0
1998,Tver Oblast,-11.5,7.6,19.1,0.5599999999999999,1583755.0
1998,Tomsk Oblast,-2.4,9.5,11.9,0.72,1064294.0
1998,Tula Oblast,-11.2,7.0,18.2,2.1,1782063.0
1998,Tyumen Oblast,2.7,11.0,8.3,1.52,1371645.0
1998,Udmurt Republic,-1.8,10.1,11.9,0.25,1603960.0
1998,Ulyanovsk Oblast,-5.1,8.0,13.1,-2.13,1450080.0
1998,Khabarovsk Krai,-3.6,8.9,12.5,-6.8,1509513.0
1998,Republic of Khakassia,-3.9,10.0,13.9,-1.3,564318.0
1998,Khanty–Mansi Autonomous Okrug – Yugra,5.5,11.5,6.0,6.4,1342991.0
1998,Chelyabinsk Oblast,-4.0,8.9,12.9,4.529999999999999,3670174.0
1998,Chechen Republic,,,,-18.05,1166896.0
1998,Chuvash Republic,-2.0,9.9,11.9,1.7,1339194.0
1998,Chukotka Autonomous Okrug,3.5,12.3,8.8,-78.67999999999999,72245.0
1998,Sakha (Yakutia) Republic,4.8,13.8,9.0,-22.95,994966.0
1998,Yamalo-Nenets Autonomous Okrug,7.7,12.8,5.1,-5.529999999999999,497900.0
1998,Yaroslavl Oblast,-9.0,7.3,16.3,2.5,1428690.0
1999,Republic of Adygea,-5.2,8.6,13.8,2.29,450358.0
1999,Altai Krai,-5.1,8.7,13.8,0.89,2662738.0
1999,Amur Oblast,-3.5,9.9,13.4,-11.27,949526.0
1999,Arkhangelsk Oblast,-7.3,8.5,15.8,-9.59,1372631.0
1999,Astrakhan Oblast,-4.2,9.5,13.7,0.27999999999999997,1016372.0
1999,Republic of Bashkortostan,-2.8,10.0,12.8,3.29,4117545.0
1999,Belgorod Oblast,-7.5,7.6,15.1,12.01,1494868.0
1999,Bryansk Oblast,-9.7,7.8,17.5,-0.22000000000000003,1437471.0
1999,Republic of Buryatia,-1.6,11.4,13.0,-6.92,1013433.0
1999,Vladimir Oblast,-11.0,7.2,18.2,0.53,1592184.0
1999,Volgograd Oblast,-7.3,7.8,15.1,3.0100000000000002,2750443.0
1999,Vologda Oblast,-8.1,8.0,16.1,0.21000000000000002,1309832.0
1999,Voronezh Oblast,-10.3,7.1,17.4,3.22,2458558.0
1999,Republic of Dagestan,9.2,15.8,6.6,11.61,2392292.0
1999,Jewish Autonomous Oblast,-4.3,9.5,13.8,-16.15,199172.0
1999,Zabaykalsky Krai,-2.8,11.5,14.3,-9.03,1207030.0
1999,Ivanovo Oblast,-14.0,6.7,20.7,0.6599999999999999,1210603.0
1999,Republic of Ingushetia,14.5,20.6,6.1,104.75,301745.0
1999,Irkutsk Oblast,-4.7,10.1,14.8,-4.26,2667886.0
1999,Kabardino-Balkar Republic,1.0,10.5,9.5,8.27,870822.0
1999,Kaliningrad Oblast,-6.7,7.4,14.1,4.11,961257.0
1999,Republic of Kalmykia,0.8,11.6,10.8,-7.6,310457.0
1999,Kaluga Oblast,-10.5,7.0,17.5,1.7,1079831.0
1999,Kamchatka Krai,-1.1,9.4,10.5,-20.54,380481.0
1999,Karachay-Cherkess Republic,-0.4,10.3,10.7,-2.5300000000000002,441281.0
1999,Republic of Karelia,-7.5,8.2,15.7,-3.45,743573.0
1999,Kemerovo Oblast,-7.4,8.4,15.8,0.01,2985392.0
1999,Kirov Oblast,-8.2,7.8,16.0,-1.45,1568722.0
1999,Kostroma Oblast,-10.4,7.9,18.3,0.24,769681.0
1999,Krasnodar Krai,-6.2,8.4,14.6,6.720000000000001,5130451.0
1999,Krasnoyarsk Krai,-5.1,9.0,14.1,-3.59,3048716.0
1999,Republic of Crimea,,,,,
1999,Kurgan Oblast,-6.0,9.3,15.3,-2.45,1068503.0
1999,Kursk Oblast,-10.2,7.9,18.1,-1.05,1296206.0
1999,Leningrad Oblast,-11.2,6.4,17.6,7.31,1693301.0
1999,Lipetsk Oblast,-8.7,7.3,16.0,4.18,1239185.0
1999,Magadan Oblast,-1.3,9.3,10.6,-45.71,211696.0
1999,Mari El Republic,-5.5,8.8,14.3,0.62,747446.0
1999,Republic of Mordovia,-7.8,7.6,15.4,-1.94,927437.0
1999,Moscow,-6.2,6.8,13.0,21.369999999999997,9783242.0
1999,Moscow Oblast,-9.7,6.7,16.4,5.93,6653499.0
1999,Murmansk Oblast,-2.6,7.9,10.5,-21.5,964065.0
1999,Nenets Autonomous Okrug,2.0,12.5,10.5,-10.26,41513.0
1999,Nizhny Novgorod Oblast,-9.7,7.4,17.1,2.16,3655489.0
1999,Novgorod Oblast,-12.1,7.3,19.4,1.7600000000000002,726027.0
1999,Novosibirsk Oblast,-5.7,7.9,13.6,2.54,2734031.0
1999,Omsk Oblast,-4.7,8.3,13.0,-3.5700000000000003,2153911.0
1999,Orenburg Oblast,-4.6,9.1,13.7,1.7399999999999998,2217558.0
1999,Oryol Oblast,-9.3,7.4,16.7,1.69,891035.0
1999,Penza Oblast,-9.2,7.3,16.5,-0.2,1514283.0
1999,Perm Krai,-5.9,9.3,15.2,-0.33999999999999997,2896771.0
1999,Primorsky Krai,-4.9,8.1,13.0,-7.32,2167274.0
1999,Pskov Oblast,-14.6,7.0,21.6,0.27,804632.0
1999,Altai Republic,1.0,13.6,12.6,2.65,201699.0
1999,Komi Republic,-2.4,9.1,11.5,-16.43,1077990.0
1999,Tuva Republic,2.5,16.0,13.5,-2.5100000000000002,306169.0
1999,Rostov Oblast,-7.2,7.5,14.7,2.57,4475367.0
1999,Ryazan Oblast,-11.7,7.0,18.7,0.73,1288562.0
1999,Samara Oblast,-7.6,7.5,15.1,4.279999999999999,3302566.0
1999,Saint Petersburg,-9.0,6.2,15.2,2.95,4770897.0
1999,Saratov Oblast,-7.3,7.9,15.2,3.91,2719990.0
1999,Sakhalin Oblast,-4.2,8.6,12.8,-16.82,581305.0
1999,Sverdlovsk Oblast,-7.5,8.0,15.5,0.8699999999999999,4607587.0
